mjd,val
60619.14157455,33203651.4640465
60619.14158613,33203710.5655708
60619.1415977,33203661.6197758
60619.14160928,33203694.7506237
60619.14162086,33203684.8351202
60619.14163244,33203674.0868435
60619.14164402,33203671.0726681
60619.1416556,33203679.5529547
60619.14166718,33203672.1548814
60619.14167875,33203685.9011021
60619.14169033,33203686.7615967
60619.14170191,33203684.9722614
60619.14171349,33203679.8536263
60619.14172506,33203653.9245491
60619.14173665,33203704.6673784
60619.14174822,33203679.6383924
60619.1417598,33203679.3216439
60619.14177138,33203703.9536123
60619.14178296,33203661.8339033
60619.14179454,33203659.4113865
60619.14180612,33203680.5507431
60619.1418177,33203692.3916855
60619.14182928,33203716.7608538
60619.14184086,33203656.7066507
60619.14185243,33203687.4036713
60619.14186401,33203674.2457437
60619.14187558,33203658.1192942
60619.14188717,33203670.6039829
60619.14189874,33203666.9452352
60619.14191033,33203664.6551772
60619.14192191,33203681.9096899
60619.14193348,33203661.7466182
60619.14194506,33203672.7909546
60619.14195664,33203678.1154375
60619.14196821,33203687.0316573
60619.14197979,33203650.9206361
60619.14199137,33203657.4665375
60619.14200295,33203680.2463684
60619.14201453,33203679.2796602
60619.14202611,33203670.8373795
60619.14203769,33203661.570672
60619.14204927,33203688.9657984
60619.14206084,33203665.04673
60619.14207242,33203674.6109572
60619.142084,33203677.4041738
60619.14209557,33203677.8474827
60619.14210715,33203679.597518
60619.14211874,33203669.8573999
60619.14213031,33203654.9342385
60619.14214189,33203693.1848325
60619.14215347,33203660.2240105
60619.14216504,33203669.9189806
60619.14217662,33203655.1445074
60619.1421882,33203686.4204569
60619.14219978,33203676.3881645
60619.14221136,33203661.945921
60619.14222294,33203673.2016153
60619.14223452,33203682.2322369
60619.14224609,33203714.4126577
60619.14225768,33203659.290658
60619.14226925,33203702.9462643
60619.14228082,33203649.7955494
60619.14229241,33203674.7042408
60619.14230399,33203679.0651903
60619.14231556,33203668.671483
60619.14232714,33203682.4360819
60619.14233872,33203693.4406338
60619.1423503,33203627.0694265
60619.14236188,33203701.3699493
60619.14237346,33203684.9985848
60619.14238503,33203677.1761494
60619.14239661,33203662.9551973
60619.14240819,33203689.7076321
60619.14241977,33203651.2054968
60619.14243135,33203681.8897991
60619.14244293,33203667.1122942
60619.14245451,33203666.3809347
60619.14246608,33203680.8776083
60619.14247766,33203686.75177
60619.14248924,33203669.8667259
60619.14250081,33203673.7553911
60619.1425124,33203661.3408957
60619.14252398,33203687.8870344
60619.14253555,33203688.2542563
60619.14254713,33203669.675889
60619.14255871,33203665.6339168
60619.14257029,33203698.580535
60619.14258187,33203657.2852659
60619.14259345,33203687.0927763
60619.14260502,33203676.3679619
60619.14261661,33203690.9480943
60619.14262818,33203664.3889208
60619.14263976,33203705.0767803
60619.14265133,33203661.120924
60619.14266292,33203688.98697671
60619.1426745,33203635.9630165
60619.14268607,33203721.1242075
60619.14269765,33203664.9029989
60619.14270922,33203689.5618133
60619.1427208,33203688.1653357
60619.14273238,33203674.38626
60619.14274396,33203647.1416178
60619.14275554,33203703.8931799
60619.14276712,33203634.6729698
60619.1427787,33203706.1417971
60619.14279028,33203686.4369392
60619.14280186,33203658.8339072
60619.14281343,33203676.5228643
60619.14282502,33203658.3511887
60619.14283659,33203685.6321325
60619.14284817,33203687.9823608
60619.14285975,33203662.2958155
60619.14287133,33203680.8493032
60619.14288291,33203680.0712653
60619.14289449,33203665.8049554
60619.14290606,33203667.9350787
60619.14291764,33203684.1625738
60619.14292922,33203681.4941988
60619.14294079,33203702.1375189
60619.14295238,33203640.8121252
60619.14296395,33203690.719697
60619.14297554,33203636.2226114
60619.14298711,33203709.2810097
60619.14299869,33203651.6178503
60619.14301027,33203694.5337734
60619.14302184,33203646.0710907
60619.14303343,33203685.4279575
60619.14304501,33203651.2354317
60619.14305658,33203676.1897383
60619.14306816,33203646.5772371
60619.14307974,33203709.5697517
60619.14309131,33203655.2427683
60619.14310289,33203706.2128277
60619.14311447,33203686.3646259
60619.14312605,33203647.6438628
60619.14313763,33203696.9004268
60619.14314921,33203667.1500454
60619.14316079,33203664.6472635
60619.14317237,33203687.3112202
60619.14318394,33203630.0026818
60619.14319552,33203738.2413854
60619.1432071,33203681.0402851
60619.14321867,33203658.5690212
60619.14323025,33203673.3725481
60619.14324183,33203673.3725481
60619.14325341,33203678.7244988
60619.14326499,33203690.7022819
60619.14327656,33203661.2180415
60619.14328815,33203682.6022911
60619.14329973,33203686.2506962
60619.1433113,33203651.0520734
60619.14332288,33203691.8159476
60619.14333446,33203688.4128828
60619.14334604,33203657.7679758
60619.14335762,33203688.8652048
60619.14336919,33203657.7590427
60619.14338078,33203659.897522
60619.14339235,33203662.2411871
60619.14340393,33203683.8793135
60619.14341551,33203693.0668354
60619.14342708,33203693.0668354
60619.14343867,33203709.216917
60619.14345024,33203614.798688
60619.14346182,33203614.798688
60619.14347339,33203728.1725778
60619.14348498,33203641.7981348
60619.14349655,33203696.7370825
60619.14350814,33203655.0932531
60619.14351971,33203684.1979036
60619.14353129,33203684.1979036
60619.14354287,33203676.0510692
60619.14355445,33203706.6381197
60619.14356603,33203667.7191935
60619.14357761,33203701.8464117
60619.14358919,33203701.8464117
60619.14360076,33203648.4179201
60619.14361233,33203670.6168966
60619.14362392,33203670.6168966
60619.1436355,33203700.6225873
60619.14364707,33203640.3832998
60619.14365865,33203662.4800749
60619.14367023,33203662.4800749
60619.1436818,33203688.9082289
60619.14369339,33203665.3653726
60619.14370497,33203657.9917908
60619.14371654,33203666.4706621
60619.14372812,33203668.9406576
60619.1437397,33203645.2162342
60619.14375128,33203645.2162342
60619.14376286,33203703.4537449
60619.14377444,33203655.4342136
60619.14378602,33203655.4342136
60619.14379759,33203673.9402495
60619.14380917,33203662.4468241
60619.14382075,33203662.4468241
60619.14383232,33203682.1133881
60619.14384391,33203662.1612501
60619.14385549,33203662.1612501
60619.14386706,33203665.6537027
60619.14387864,33203687.8794317
60619.14389022,33203687.8794317
60619.14390179,33203652.3252716
60619.14391337,33203648.7892361
60619.14392495,33203648.7892361
60619.14393653,33203669.0704698
60619.14394811,33203663.5065155
60619.14395969,33203688.9091874
60619.14397127,33203664.1976223
60619.14398284,33203646.5020236
60619.14399443,33203674.1663666
60619.144006,33203674.1663666
60619.14401758,33203669.8361721
60619.14402916,33203675.7413006
60619.14404074,33203675.7413006
60619.14405231,33203647.872097
60619.14406389,33203701.2515965
60619.14407547,33203651.1514206
60619.14408704,33203682.248558
60619.14409863,33203678.2907477
60619.14411021,33203659.6366491
60619.14412178,33203645.5317182
60619.14413336,33203652.1150952
60619.14414494,33203634.3502244
60619.14415652,33203634.3502244
60619.1441681,33203686.5368128
60619.14417968,33203722.233243
60619.14419125,33203722.233243
60619.14420283,33203660.4180879
60619.14421442,33203658.7186051
60619.144226,33203667.7042999
60619.14423757,33203686.4963646
60619.14424915,33203660.4636631
60619.14426073,33203674.9969606
60619.1442723,33203674.9969606
60619.14428388,33203651.6249104
60619.14429546,33203689.5896111
60619.14430704,33203689.5896111
60619.14431862,33203663.9663381
60619.1443302,33203673.2717237
60619.14434178,33203673.2717237
60619.14435336,33203659.512909
60619.14436494,33203672.1233758
60619.14437651,33203672.1233758
60619.14438809,33203691.7484961
60619.14439967,33203692.0720091
60619.14441125,33203640.7843256
60619.14442282,33203640.7843256
60619.14443441,33203646.8719216
60619.14444598,33203732.3858842
60619.14445755,33203651.9684763
60619.14446914,33203651.9684763
60619.14448072,33203670.1240549
60619.14449229,33203674.6977644
60619.14450387,33203672.7244406
60619.14451545,33203672.7244406
60619.14452703,33203677.282918
60619.14453861,33203646.2424621
60619.14455018,33203699.9841919
60619.14456176,33203669.8702783
60619.14457334,33203669.8702783
60619.14458492,33203691.4170857
60619.1445965,33203688.6807127
60619.14460807,33203676.1168671
60619.14461966,33203636.707448
60619.14463123,33203686.1880903
60619.14464281,33203689.8204336
60619.14465439,33203689.8204336
60619.14466597,33203678.7088366
60619.14467754,33203651.8027687
60619.14468912,33203651.8027687
60619.1447007,33203681.0025911
60619.14471228,33203687.4484205
60619.14472386,33203687.4484205
60619.14473544,33203656.1822386
60619.14474702,33203656.2240124
60619.14475859,33203656.2240124
60619.14477017,33203670.3331737
60619.14478175,33203653.9753075
60619.14479332,33203654.179697
60619.1448049,33203654.179697
60619.14481649,33203684.2146445
60619.14482806,33203691.1520996
60619.14483964,33203691.1520996
60619.14485122,33203684.6632833
60619.14486279,33203676.2080298
60619.14487438,33203676.2080298
60619.14488595,33203693.7638492
60619.14489753,33203646.9443264
60619.14490911,33203685.1059657
60619.14492069,33203657.5608549
60619.14493227,33203667.5371284
60619.14494385,33203667.5371284
60619.14495543,33203684.3960963
60619.144967,33203690.5518789
60619.14497858,33203690.5518789
60619.14499016,33203654.239728
60619.14500174,33203687.5518617
60619.14501331,33203687.5518617
60619.14502489,33203643.5129786
60619.14503647,33203669.1243677
60619.14504804,33203669.1243677
60619.14505963,33203655.6324024
60619.14507121,33203640.3876381
60619.14508278,33203640.3876381
60619.14509436,33203669.9835119
60619.14510594,33203670.0414457
60619.14511752,33203677.6224165
60619.1451291,33203677.6224165
60619.14514068,33203698.748663
60619.14515226,33203698.748663
60619.14516383,33203672.2745742
60619.14517541,33203629.5139094
60619.14518699,33203685.6741199
60619.14519856,33203685.6741199
60619.14521015,33203682.0003949
60619.14522173,33203657.6397953
60619.1452333,33203657.6397953
60619.14524488,33203688.7672558
60619.14525646,33203655.6653586
60619.14526803,33203661.1558036
60619.14527961,33203661.1558036
60619.14529119,33203676.9355345
60619.14530277,33203647.7306423
60619.14531435,33203701.317441
60619.14532593,33203701.317441
60619.14533751,33203628.6043234
60619.14534908,33203678.4136543
60619.14536066,33203678.4136543
60619.14537224,33203696.7747793
60619.14538382,33203649.8524342
60619.1453954,33203649.8524342
60619.14540698,33203658.9011469
60619.14541855,33203678.5108699
60619.14543013,33203678.5108699
60619.14544171,33203675.1719666
60619.14545329,33203667.0218964
60619.14546487,33203643.8033533
60619.14547645,33203698.1425686
60619.14548803,33203698.1425686
60619.14549961,33203668.1754437
60619.14551118,33203668.1754437
60619.14552277,33203725.136158
60619.14553434,33203596.6858625
60619.14554592,33203680.1436978
60619.14555749,33203680.1436978
60619.14556907,33203673.5466337
60619.14558065,33203669.4298458
60619.14559224,33203673.8730069
60619.14560381,33203673.8730069
60619.14561539,33203742.2115354
60619.14562697,33203632.7128306
60619.14563854,33203632.7128306
60619.14565012,33203650.9220763
60619.1456617,33203684.5925722
60619.14567328,33203684.5925722
60619.14568486,33203704.8822307
60619.14569644,33203634.8790779
60619.14570802,33203660.3082457
60619.1457196,33203657.2242994
60619.14573117,33203649.8495503
60619.14574275,33203649.8495503
60619.14575432,33203679.0406866
60619.14576591,33203653.8715735
60619.14577749,33203653.8715735
60619.14578906,33203665.3746938
60619.14580064,33203631.2446118
60619.14581222,33203722.4065323
60619.14582379,33203657.0626135
60619.14583537,33203695.5123109
60619.14584695,33203695.5123109
60619.14585853,33203709.3481521
60619.14587011,33203660.2119398
60619.14588169,33203660.2119398
60619.14589327,33203652.2421283
60619.14590485,33203684.954525
60619.14591642,33203684.954525
60619.145928,33203711.1383839
60619.14593958,33203655.3626604
60619.14595116,33203685.5577603
60619.14596274,33203667.2015781
60619.14597431,33203679.2337608
60619.14598589,33203679.2337608
60619.14599747,33203643.6987973
60619.14600905,33203666.1322069
60619.14602063,33203666.1322069
60619.14603221,33203662.8698177
60619.14604378,33203659.3053799
60619.14605536,33203659.3053799
60619.14606694,33203683.1387033
60619.14607852,33203695.5377493
60619.1460901,33203655.4799213
60619.14610168,33203655.4799213
60619.14611326,33203681.3423328
60619.14612483,33203636.0241556
60619.14613642,33203636.0241556
60619.14614799,33203667.8650169
60619.14615956,33203670.7310886
60619.14617115,33203681.694109
60619.14618272,33203670.6645231
60619.1461943,33203670.6645231
60619.14620588,33203669.4313488
60619.14621746,33203656.1636086
60619.14622903,33203656.1636086
60619.14624062,33203697.2020406
60619.1462522,33203675.8267079
60619.14626377,33203638.0319118
60619.14627536,33203638.0319118
60619.14628693,33203661.6788902
60619.14629851,33203678.5667362
60619.14631009,33203678.5667362
60619.14632167,33203659.215498
60619.14633325,33203662.5261621
60619.14634482,33203662.5261621
60619.1463564,33203677.8319817
60619.14636798,33203666.5593033
60619.14637956,33203683.7420492
60619.14639114,33203683.7420492
60619.14640272,33203650.0302839
60619.14641429,33203648.0579386
60619.14642587,33203684.1087408
60619.14643745,33203652.2791137
60619.14644903,33203682.2172614
60619.14646061,33203660.4103603
60619.14647219,33203660.4103603
60619.14648376,33203634.8375788
60619.14649535,33203628.9969501
60619.14650692,33203628.9969501
60619.1465185,33203643.5934734
60619.14653007,33203661.8812838
60619.14654166,33203661.8812838
60619.14655323,33203633.0243044
60619.14656481,33203667.6893482
60619.14657639,33203663.3229332
60619.14658797,33203631.0079155
60619.14659954,33203698.8557139
60619.14661113,33203648.7430191
60619.14662271,33203681.501769
60619.14663428,33203706.5560999
60619.14664586,33203636.4960471
60619.14665744,33203636.4960471
60619.14666902,33203706.1011276
60619.1466806,33203682.7221308
60619.14669218,33203682.7221308
60619.14670375,33203686.9963503
60619.14671532,33203631.4819288
60619.14672691,33203689.3715039
60619.14673849,33203647.2604799
60619.14675006,33203666.6677837
60619.14676164,33203669.3465376
60619.14677322,33203613.2412863
60619.14678479,33203613.2412863
60619.14679638,33203673.4993296
60619.14680796,33203662.5779457
60619.14681955,33203662.5779457
60619.14683111,33203629.7835283
60619.14684269,33203667.2268544
60619.14685427,33203667.2268544
60619.14686585,33203667.6812105
60619.14687743,33203656.149828
60619.146889,33203717.618577
60619.14690058,33203648.52510539
60619.14691216,33203679.8849049
60619.14692374,33203695.5269489
60619.14693531,33203631.8263684
60619.14694689,33203663.3752451
60619.14695848,33203648.7438468
60619.14697005,33203677.8614264
60619.14698163,33203664.5531244
60619.14699321,33203664.5531244
60619.14700478,33203647.9948311
60619.14701637,33203676.8967505
60619.14702794,33203688.3611879
60619.14703952,33203654.2880821
60619.1470511,33203644.7130013
60619.14706268,33203644.7130013
60619.14707426,33203709.8883085
60619.14708583,33203607.8146105
60619.14709741,33203687.4828387
60619.14710899,33203636.565011
60619.14712057,33203658.9740839
60619.14713215,33203675.6831455
60619.14714373,33203655.6766167
60619.1471553,33203675.2838678
60619.14716688,33203653.6582136
60619.14717846,33203681.0955935
60619.14719004,33203645.6706724
60619.14720162,33203671.827733
60619.1472132,33203671.827733
60619.14722478,33203660.1319313
60619.14723636,33203691.0809479
60619.14724793,33203654.693284
60619.14725951,33203670.8785353
60619.14727109,33203657.9623184
60619.14728267,33203655.1434231
60619.14729425,33203679.7059927
60619.14730582,33203687.3903713
60619.14731741,33203687.3903713
60619.14732898,33203657.9065628
60619.14734056,33203663.9515638
60619.14735214,33203663.9515638
60619.14736372,33203647.0861044
60619.14737529,33203664.8064422
60619.14738687,33203664.8064422
60619.14739845,33203665.0397634
60619.14741003,33203649.133543
60619.14742161,33203649.133543
60619.14743319,33203679.1452151
60619.14744477,33203671.5002489
60619.14745635,33203673.4746247
60619.14746793,33203663.3420086
60619.1474795,33203653.0126628
60619.14749107,33203668.7067128
60619.14750266,33203668.7067128
60619.14751424,33203677.9395799
60619.14752581,33203680.2574006
60619.14753739,33203680.2574006
60619.14754897,33203684.7368822
60619.14756054,33203642.5512838
60619.14757213,33203684.0675307
60619.14758371,33203644.2837953
60619.14759528,33203628.2413378
60619.14760686,33203677.1365051
60619.14761844,33203677.1365051
60619.14763002,33203636.4326296
60619.1476416,33203677.6047058
60619.14765318,33203661.1600409
60619.14766475,33203656.3231296
60619.14767633,33203668.3655367
60619.14768792,33203658.7238636
60619.14769949,33203691.693841
60619.14771106,33203691.693841
60619.14772265,33203671.9470777
60619.14773423,33203679.1726036
60619.1477458,33203679.1726036
60619.14775738,33203653.935339
60619.14776896,33203639.8815222
60619.14778053,33203697.3072567
60619.14779212,33203640.4194345
60619.14780369,33203671.5798273
60619.14781528,33203683.3383703
60619.14782685,33203690.1734229
60619.14783843,33203652.0398244
60619.14785001,33203641.5121518
60619.14786158,33203669.3771362
60619.14787316,33203670.8090505
60619.14788474,33203670.8090505
60619.14789632,33203659.059064
60619.1479079,33203648.1311912
60619.14791948,33203684.5453797
60619.14793105,33203684.5453797
60619.14794263,33203663.3965998
60619.14795421,33203634.8247194
60619.14796578,33203666.4172001
60619.14797736,33203689.2536249
60619.14798894,33203670.2520332
60619.14800053,33203638.2302666
60619.1480121,33203699.7405997
60619.14802368,33203669.9089632
60619.14803526,33203642.8236141
60619.14804684,33203689.5852003
60619.14805842,33203664.6093788
60619.14807,33203633.8242626
60619.14808157,33203685.878851
60619.14809315,33203656.6295995
60619.14810473,33203697.4835673
60619.1481163,33203623.981699
60619.14812789,33203688.3106412
60619.14813947,33203681.9806128
60619.14815104,33203686.413929
60619.14816262,33203664.3738117
60619.1481742,33203654.1164351
60619.14818578,33203667.7697029
60619.14819736,33203692.477726
60619.14820894,33203651.2528667
60619.14822052,33203665.2202835
60619.14823209,33203662.2954073
60619.14824367,33203671.6024294
60619.14825525,33203671.3951969
60619.14826682,33203649.5855122
60619.14827841,33203667.206726
60619.14828998,33203671.35849
60619.14830156,33203632.3806897
60619.14831314,33203658.335474
60619.14832472,33203679.9692392
60619.14833629,33203652.5974951
60619.14834787,33203674.6876573
60619.14835945,33203641.2435351
60619.14837103,33203680.5321169
60619.14838261,33203678.3618154
60619.14839419,33203641.8454275
60619.14840577,33203665.3403893
60619.14841735,33203680.850749
60619.14842892,33203650.1413193
60619.1484405,33203675.3311767
60619.14845207,33203670.8718682
60619.14846366,33203685.1268425
60619.14847524,33203666.246623
60619.14848681,33203675.2545986
60619.14849839,33203649.1056032
60619.14850997,33203681.6570616
60619.14852155,33203658.5575991
60619.14853313,33203688.3328962
60619.1485447,33203643.612443
60619.14855628,33203643.612443
60619.14856786,33203670.411745
60619.14857944,33203646.6903525
60619.14859102,33203655.192605
60619.1486026,33203672.5851374
60619.14861418,33203688.5258989
60619.14862576,33203684.0128136
60619.14863733,33203659.1732044
60619.14864891,33203665.3286104
60619.14866049,33203655.9124584
60619.14867206,33203700.6208172
60619.14868365,33203643.0535431
60619.14869522,33203645.1495733
60619.1487068,33203691.5899544
60619.14871838,33203665.4062071
60619.14872995,33203662.5931749
60619.14874153,33203664.2405634
60619.14875311,33203668.2329855
60619.14876469,33203673.854146
60619.14877627,33203666.1190891
60619.14878785,33203684.8874217
60619.14879943,33203666.120222
60619.148811,33203690.4212161
60619.14882258,33203622.8655195
60619.14883416,33203694.3646269
60619.14884574,33203649.2408304
60619.14885731,33203680.4942083
60619.14886889,33203666.8606444
60619.14888047,33203654.8870821
60619.14889205,33203657.7931852
60619.14890363,33203688.8535957
60619.14891521,33203699.6602106
60619.14892678,33203634.6172238
60619.14893836,33203644.4548082
60619.14894994,33203669.2729883
60619.14896152,33203658.6847744
60619.1489731,33203680.1802063
60619.14898468,33203675.4369288
60619.14899626,33203690.0140304
60619.14900783,33203634.1251603
60619.14901941,33203653.9638824
60619.14903099,33203666.1356697
60619.14904256,33203700.0099182
60619.14905415,33203649.5069466
60619.14906573,33203670.9663811
60619.1490773,33203652.3716087
60619.14908888,33203677.1072531
60619.14910046,33203644.5260429
60619.14911203,33203692.2375307
60619.14912362,33203678.5505505
60619.1491352,33203675.1421451
60619.14914677,33203644.5749913
60619.14915835,33203653.5047407
60619.14916993,33203718.3573293
60619.14918151,33203636.1729136
60619.14919309,33203649.1607609
60619.14920467,33203668.7364225
60619.14921624,33203663.441186
60619.14922782,33203692.7903957
60619.1492394,33203644.952672
60619.14925098,33203644.6425819
60619.14926255,33203660.041544
60619.14927414,33203662.2698927
60619.14928571,33203673.5725651
60619.14929729,33203654.5011415
60619.14930887,33203658.6483946
60619.14932045,33203671.2942791
60619.14933203,33203664.223383
60619.14934361,33203641.3453149
60619.14935519,33203682.1992302
60619.14936677,33203676.8475237
60619.14937835,33203637.8804426
60619.14938992,33203685.1707478
60619.1494015,33203673.6503363
60619.14941307,33203661.1892547
60619.14942466,33203668.9544583
60619.14943624,33203676.0947466
60619.14944781,33203626.2992172
60619.14945939,33203656.4424906
60619.14947097,33203686.0799531
60619.14948254,33203632.2806502
60619.14949413,33203678.1014938
60619.1495057,33203645.9436789
60619.14951728,33203658.0710573
60619.14952886,33203627.2505331
60619.14954044,33203657.9977274
60619.14955202,33203663.0782995
60619.1495636,33203673.3723078
60619.14957518,33203663.2192373
60619.14958676,33203671.9161215
60619.14959833,33203650.1528025
60619.14960991,33203701.2262773
60619.14962149,33203625.1652222
60619.14963306,33203708.4658003
60619.14964464,33203625.4660587
60619.14965622,33203684.4585829
60619.1496678,33203667.4776401
60619.14967938,33203651.7258597
60619.14969096,33203689.9816627
60619.14970253,33203656.6201077
60619.14971411,33203679.9664764
60619.14972569,33203638.743804
60619.14973727,33203687.6507502
60619.14974885,33203650.2073326
60619.14976043,33203662.0671463
60619.14977201,33203678.8395796
60619.14978358,33203648.6954393
60619.14979517,33203694.8474712
60619.14980674,33203666.881464
60619.14981831,33203638.6870518
60619.1498299,33203687.3663015
60619.14984147,33203624.7254935
60619.14985305,33203664.001338
60619.14986463,33203698.2444506
60619.14987621,33203659.3282737
60619.14988778,33203681.0511914
60619.14989937,33203679.5064621
60619.14991095,33203648.0037231
60619.14992252,33203657.4001322
60619.1499341,33203672.9163713
60619.14994568,33203676.0622444
60619.14995726,33203664.1499205
60619.14996883,33203630.28897
60619.14998042,33203677.4000139
60619.14999199,33203665.3902245
60619.15000357,33203679.9754343
60619.15001515,33203644.3440237
60619.15002673,33203656.7949905
60619.1500383,33203631.5172472
60619.15004989,33203668.8655777
60619.15006146,33203667.9751578
60619.15007304,33203618.1173448
60619.15008462,33203656.5006905
60619.1500962,33203669.5227775
60619.15010778,33203643.965786
60619.15011936,33203619.2243672
60619.15013093,33203679.4840803
60619.15014251,33203666.927289
60619.15015409,33203680.8030023
60619.15016567,33203654.8761664
60619.15017725,33203657.5033798
60619.15018882,33203709.1742401
60619.15020041,33203628.866972
60619.15021199,33203689.5485172
60619.15022356,33203670.7081251
60619.15023514,33203640.1892777
60619.15024672,33203666.1092624
60619.15025829,33203679.1218138
60619.15026988,33203616.9737263
60619.15028146,33203674.7218418
60619.15029303,33203642.7191553
60619.15030461,33203683.9484139
60619.15031619,33203642.5272712
60619.15032777,33203635.5794554
60619.15033935,33203671.8335991
60619.15035093,33203670.0083494
60619.1503625,33203665.4318018
60619.15037408,33203648.5459671
60619.15038566,33203690.615634
60619.15039724,33203663.9369564
60619.15040881,33203673.6811762
60619.1504204,33203659.9773683
60619.15043198,33203679.394948
60619.15044355,33203646.8089915
60619.15045513,33203661.5182809
60619.15046671,33203690.5963116
60619.15047837,33203645.1024141
60619.15048987,33203664.1049557
60619.15050144,33203686.1870985
60619.15051302,33203634.738123
60619.1505246,33203688.2929124
60619.15053618,33203640.638196
60619.15054775,33203674.1243534
60619.15055933,33203646.271925
60619.15057092,33203651.1487894
60619.15058249,33203649.6655007
60619.15059409,33203684.663393
60619.15060565,33203648.3513994
60619.15061723,33203655.08043
60619.1506288,33203664.6158448
60619.15064039,33203673.8889551
60619.15065196,33203685.7044773
60619.15066354,33203661.1593447
60619.15067512,33203642.6222906
60619.1506867,33203670.3853435
60619.15069828,33203656.1113272
60619.15070986,33203675.4909
60619.15072143,33203659.7640791
60619.15073301,33203636.2223969
60619.15074458,33203681.5965976
60619.15075617,33203657.4700747
60619.15076775,33203663.8034105
60619.15077932,33203661.2706261
60619.1507909,33203668.8213835
60619.15080248,33203656.6296205
60619.15081405,33203673.8007984
60619.15082563,33203653.9965907
60619.15083721,33203629.6249418
60619.15084879,33203661.8024874
60619.15086037,33203685.621664
60619.15087195,33203633.9352846
60619.15088353,33203666.1195402
60619.1508951,33203670.4583121
60619.15090668,33203650.8609161
60619.15091826,33203657.637537
60619.15092983,33203658.5576906
60619.15094142,33203663.0299712
60619.15095299,33203636.5636396
60619.15096457,33203673.2588949
60619.15097615,33203668.9187813
60619.15098773,33203655.995842
60619.1509993,33203664.5429611
60619.15101088,33203670.8087549
60619.15102246,33203670.0230217
60619.15103403,33203626.8789807
60619.15104562,33203685.2757101
60619.15105719,33203641.796298
60619.15106877,33203679.620039
60619.15108035,33203647.7160721
60619.15109193,33203664.4081382
60619.15110351,33203691.0706187
60619.15111508,33203652.1185045
60619.15112666,33203668.9021272
60619.15113824,33203657.802804
60619.15114981,33203666.9855061
60619.1511614,33203649.578001
60619.15117297,33203688.7972193
60619.15118455,33203650.7743511
60619.15119613,33203672.6060486
60619.15120771,33203666.9541702
60619.15121928,33203671.8225098
60619.15123087,33203664.7044744
60619.15124244,33203677.4980488
60619.15125402,33203664.3951988
60619.1512656,33203663.5521784
60619.15127718,33203680.1965247
60619.15128876,33203640.90689269
60619.15130033,33203667.3463774
60619.15131191,33203660.2821884
60619.15132349,33203682.2767668
60619.15133506,33203642.4942274
60619.15134665,33203681.3491488
60619.15135822,33203668.5073823
60619.1513698,33203651.6673079
60619.15138138,33203658.5793495
60619.15139296,33203671.5857163
60619.15140453,33203654.3262119
60619.15141612,33203680.3587532
60619.15142769,33203655.1049194
60619.15143927,33203675.6086006
60619.15145085,33203679.0544701
60619.15146243,33203662.6284428
60619.151474,33203652.5953531
60619.15148559,33203697.3059187
60619.15149716,33203646.4311333
60619.15150874,33203661.6077499
60619.15152031,33203620.3370991
60619.15153189,33203654.7284536
60619.15154347,33203694.0634222
60619.15155505,33203600.6405773
60619.15156663,33203656.3898144
60619.15157821,33203651.7291002
60619.15158978,33203682.6662541
60619.15160136,33203658.3716507
60619.15161294,33203624.4415846
60619.15162452,33203653.4397411
60619.1516361,33203660.4146338
60619.15164768,33203688.4613533
60619.15165925,33203656.9622545
60619.15167084,33203678.3091116
60619.15168241,33203652.2327108
60619.15169399,33203668.9253159
60619.15170556,33203658.8746795
60619.15171715,33203652.6888209
60619.15172873,33203655.9771595
60619.1517403,33203678.7642374
60619.15175188,33203673.2661819
60619.15176346,33203655.7554741
60619.15177503,33203646.2129688
60619.15178662,33203670.7797547
60619.1517982,33203650.5797739
60619.15180977,33203633.8476848
60619.15182135,33203677.7933875
60619.15183293,33203651.8667402
60619.15184451,33203680.7937279
60619.15185608,33203648.3977642
60619.15186766,33203684.1236114
60619.15187924,33203646.2520723
60619.15189081,33203665.9156905
60619.1519024,33203651.1462917
60619.15191398,33203670.1145124
60619.15192555,33203668.5240002
60619.15193713,33203678.0579472
60619.15194871,33203636.1742372
60619.15196028,33203661.5195532
60619.15197187,33203652.8105516
60619.15198345,33203655.9784375
60619.15199502,33203647.6484613
60619.1520066,33203648.4901657
60619.15201818,33203622.6546049
60619.15202975,33203661.9448443
60619.15204133,33203671.3233843
60619.15205291,33203678.3215675
60619.15206449,33203664.7079392
60619.15207607,33203657.8210277
60619.15208765,33203649.2090931
60619.15209923,33203669.1885109
60619.1521108,33203663.6148729
60619.15212238,33203649.5936556
60619.15213396,33203687.3883038
60619.15214553,33203639.6074314
60619.15215712,33203656.0957393
60619.15216869,33203673.0913659
60619.15218027,33203654.7786522
60619.15219185,33203717.0905838
60619.15220343,33203641.2263231
60619.15221501,33203659.0382442
60619.15222658,33203664.2944374
60619.15223817,33203666.5106421
60619.15224974,33203670.017169
60619.15226132,33203639.6134605
60619.1522729,33203688.3042345
60619.15228448,33203665.0008498
60619.15229605,33203662.924859
60619.15230763,33203667.9638014
60619.15231921,33203653.3615045
60619.15233078,33203651.3547163
60619.15234237,33203670.6702786
60619.15235395,33203656.6106615
60619.15236552,33203648.2312822
60619.1523771,33203640.6430731
60619.15238868,33203677.1038609
60619.15240025,33203644.7413311
60619.15241184,33203676.8892383
60619.15242342,33203646.8433628
60619.15243499,33203639.3408718
