mjd,val
60620.00559548,19973650.9773249
60620.00560705,19973650.9785443
60620.00561863,19973650.9790315
60620.00563021,19973650.9783001
60620.00564179,19973650.9785438
60620.00565337,19973650.9753737
60620.00566494,19973650.9795189
60620.00567653,19973650.9773255
60620.0056881,19973650.9773249
60620.00569968,19973650.9797635
60620.00571126,19973650.978056
60620.00572283,19973650.9778123
60620.00573441,19973650.9778123
60620.005746,19973650.9812259
60620.00575757,19973650.9768377
60620.00576915,19973650.9765939
60620.00578073,19973650.9775687
60620.0057923,19973650.9782996
60620.00580388,19973650.9800067
60620.00581546,19973650.9773245
60620.00582704,19973650.9785442
60620.00583862,19973650.9780559
60620.0058502,19973650.977326
60620.00586178,19973650.9785432
60620.00587335,19973650.9790311
60620.00588493,19973650.977325
60620.00589651,19973650.9761062
60620.00590808,19973650.9809818
60620.00591967,19973650.9753742
60620.00593125,19973650.9787879
60620.00594282,19973650.9780564
60620.0059544,19973650.9785438
60620.00596598,19973650.976593
60620.00597755,19973650.9792757
60620.00598914,19973650.9768372
60620.00600072,19973650.9790315
60620.00601229,19973650.9760075
60620.00602387,19973650.9787874
60620.00603545,19973650.9768377
60620.00604703,19973650.979763
60620.00605861,19973650.9778123
60620.00607019,19973650.9807386
60620.00608176,19973650.9748869
60620.00609334,19973650.9785438
60620.00610492,19973650.9785437
60620.0061165,19973650.9807377
60620.00612807,19973650.9751315
60620.00613966,19973650.9800058
60620.00615123,19973650.9753747
60620.00616281,19973650.9795193
60620.00617439,19973650.9758611
60620.00618597,19973650.9804959
60620.00619754,19973650.9809814
60620.00620912,19973650.9743991
60620.0062207,19973650.9814701
60620.00623228,19973650.9792752
60620.00624386,19973650.9743986
60620.00625543,19973650.9775691
60620.00626702,19973650.9792757
60620.00627859,19973650.978056
60620.00629017,19973650.9761052
60620.00630175,19973650.9797635
60620.00631332,19973650.9768367
60620.00632491,19973650.9802513
60620.00633648,19973650.9770808
60620.00634806,19973650.9797635
60620.00635964,19973650.978055
60620.00637122,19973650.977325
60620.00638279,19973650.9758625
60620.00639438,19973650.9795194
60620.00640595,19973650.980494
60620.00641753,19973650.9751305
60620.00642912,19973650.9746433
60620.00644069,19973650.9824447
60620.00645227,19973650.9751306
60620.00646384,19973650.9824443
60620.00647543,19973650.9780569
60620.00648701,19973650.9775681
60620.00649858,19973650.9761062
60620.00651016,19973650.9800067
60620.00652174,19973650.9753742
60620.00653331,19973650.9774714
60620.00654489,19973650.9795189
60620.00655647,19973650.9792747
60620.00656804,19973650.9790316
60620.00657963,19973650.9758625
60620.00659121,19973650.9756179
60620.00660278,19973650.979763
60620.00661436,19973650.9812255
60620.00662595,19973650.9768371
60620.00663752,19973650.9746433
60620.00664909,19973650.9780559
60620.00666068,19973650.9807387
60620.00667226,19973650.9775686
60620.00668383,19973650.9802504
60620.00669541,19973650.9763498
60620.00670699,19973650.9770803
60620.00671856,19973650.9780569
60620.00673014,19973650.9790321
60620.00674173,19973650.9780559
60620.0067533,19973650.9790311
60620.00676488,19973650.9758625
60620.00677646,19973650.9800072
60620.00678804,19973650.9753733
60620.00679962,19973650.9802508
60620.00681119,19973650.9775691
60620.00682277,19973650.9775691
60620.00683435,19973650.9800072
60620.00684593,19973650.9761052
60620.00685751,19973650.9802503
60620.00686908,19973650.9758616
60620.00688066,19973650.9765935
60620.00689224,19973650.9790325
60620.00690381,19973650.9778118
60620.0069154,19973650.9814701
60620.00692697,19973650.9761052
60620.00693855,19973650.9792757
60620.00695013,19973650.977325
60620.00696171,19973650.9792752
60620.00697329,19973650.9756184
60620.00698486,19973650.9812255
60620.00699644,19973650.9773245
60620.00700802,19973650.9780569
60620.0070196,19973650.9763493
60620.00703118,19973650.9780565
60620.00704276,19973650.9787869
60620.00705433,19973650.9783011
60620.00706591,19973650.9760069
60620.00707749,19973650.9775687
60620.00708906,19973650.9792757
60620.00710065,19973650.9773249
60620.00711223,19973650.9790311
60620.0071238,19973650.9783011
60620.00713538,19973650.9765925
60620.00714696,19973650.9787879
60620.00715854,19973650.9770804
60620.00717012,19973650.9787883
60620.0071817,19973650.9792748
60620.00719328,19973650.9787884
60620.00720485,19973650.9775686
60620.00721643,19973650.9792752
60620.00722801,19973650.9751306
60620.00723958,19973650.9787879
60620.00725117,19973650.9790315
60620.00726275,19973650.9783001
60620.00727432,19973650.9790316
60620.0072859,19973650.9753742
60620.00729748,19973650.9763494
60620.00730905,19973650.9792761
60620.00732064,19973650.9778119
60620.00733222,19973650.9790315
60620.00734379,19973650.9778123
60620.00735537,19973650.9783001
60620.00736695,19973650.9785442
60620.00737853,19973650.9778128
60620.00739011,19973650.9787874
60620.00740168,19973650.9763494
60620.00741326,19973650.9785447
60620.00742484,19973650.9751306
60620.00743642,19973650.9795184
60620.007448,19973650.9792757
60620.00745957,19973650.9783001
60620.00747115,19973650.9792752
60620.00748273,19973650.9770803
60620.0074943,19973650.979033
60620.00750589,19973650.977324
60620.00751747,19973650.9797631
60620.00752904,19973650.9770813
60620.00754062,19973650.9785432
60620.0075522,19973650.9770813
60620.00756378,19973650.9783001
60620.00757536,19973650.9751301
60620.00758694,19973650.9801531
60620.00759852,19973650.9785438
60620.00761009,19973650.9780564
60620.00762167,19973650.9790316
60620.00763325,19973650.9795193
60620.00764482,19973650.9748864
60620.0076564,19973650.9778128
60620.00766798,19973650.9817133
60620.00767956,19973650.9785438
60620.00769114,19973650.9768371
60620.00770272,19973650.977324
60620.00771429,19973650.9780574
60620.00772588,19973650.9783001
60620.00773746,19973650.9807387
60620.00774903,19973650.9765925
60620.00776061,19973650.9775696
60620.00777219,19973650.9775681
60620.00778377,19973650.9778128
60620.00779534,19973650.9780559
60620.00780692,19973650.9780555
60620.0078185,19973650.9795199
60620.00783008,19973650.9775691
60620.00784166,19973650.9770803
60620.00785324,19973650.9802508
60620.00786481,19973650.9778133
60620.00787639,19973650.9782991
60620.00788797,19973650.9763503
60620.00789955,19973650.9761053
60620.00791113,19973650.9787879
60620.00792271,19973650.9785437
60620.00793428,19973650.9780569
60620.00794586,19973650.9802499
60620.00795744,19973650.9746437
60620.00796902,19973650.978056
60620.0079806,19973650.9831762
60620.00799218,19973650.9751301
60620.00800376,19973650.9770817
60620.00801533,19973650.9765926
60620.00802692,19973650.9787879
60620.00803849,19973650.979032
60620.00805006,19973650.9804945
60620.00806165,19973650.9756179
60620.00807323,19973650.9787879
60620.0080848,19973650.9756174
60620.00809638,19973650.9790321
60620.00810796,19973650.9809823
60620.00811953,19973650.9760074
60620.00813112,19973650.9787874
60620.0081427,19973650.9787879
60620.00815428,19973650.9768372
60620.00816586,19973650.9768372
60620.00817744,19973650.9797635
60620.00818901,19973650.9775681
60620.00820059,19973650.9782996
60620.00821217,19973650.977326
60620.00822375,19973650.9775691
60620.00823532,19973650.9782991
60620.00824691,19973650.975862
60620.00825848,19973650.9804945
60620.00827006,19973650.9780565
60620.00828164,19973650.980494
60620.00829322,19973650.9785442
60620.00830479,19973650.9763498
60620.00831637,19973650.9768372
60620.00832795,19973650.9775677
60620.00833953,19973650.9780564
60620.0083511,19973650.9778128
60620.00836269,19973650.9790315
60620.00837427,19973650.9780569
60620.00838584,19973650.9802504
60620.00839742,19973650.9751301
60620.008409,19973650.9792762
60620.00842058,19973650.9783001
60620.00843216,19973650.979031
60620.00844374,19973650.9797626
60620.00845531,19973650.9770813
60620.00846689,19973650.976593
60620.00847847,19973650.9783011
60620.00849004,19973650.9785437
60620.00850163,19973650.9765926
60620.00851321,19973650.9785451
60620.00852478,19973650.978056
60620.00853636,19973650.9775682
60620.00854794,19973650.9800066
60620.00855952,19973650.978056
60620.0085711,19973650.978301
60620.00858268,19973650.9778114
60620.00859425,19973650.9770818
60620.00860583,19973650.9780559
60620.00861741,19973650.9778133
60620.00862899,19973650.9797625
60620.00864056,19973650.9751306
60620.00865215,19973650.9789328
60620.00866373,19973650.9768377
60620.0086753,19973650.979763
60620.00868688,19973650.977325
60620.00869846,19973650.9775691
60620.00871003,19973650.97634879
60620.00872162,19973650.9819575
60620.00873319,19973650.9763493
60620.00874478,19973650.9783001
60620.00875635,19973650.9783001
60620.00876793,19973650.977325
60620.00877951,19973650.9741545
60620.00879109,19973650.9826893
60620.00880267,19973650.9763499
60620.00881425,19973650.9787874
60620.00882582,19973650.9792752
60620.0088374,19973650.9792762
60620.00884898,19973650.9768372
60620.00886055,19973650.9770808
60620.00887214,19973650.9809818
60620.00888372,19973650.9741559
60620.00889529,19973650.9787879
60620.00890687,19973650.9802508
60620.00891845,19973650.9782997
60620.00893002,19973650.9773244
60620.0089416,19973650.9763503
60620.00895318,19973650.9807377
60620.00896476,19973650.9763499
60620.00897634,19973650.9800062
60620.00898792,19973650.9773249
60620.00899949,19973650.9765931
60620.00901107,19973650.9783005
60620.00902265,19973650.9790316
60620.00903423,19973650.9778128
60620.0090458,19973650.9785432
60620.00905739,19973650.9763494
60620.00906897,19973650.979763
60620.00908054,19973650.9792753
60620.00909212,19973650.9761066
60620.0091037,19973650.9795194
60620.00911528,19973650.9736676
60620.00912686,19973650.9826889
60620.00913844,19973650.9761052
60620.00915002,19973650.9761062
60620.0091616,19973650.9790315
60620.00917317,19973650.9757634
60620.00918475,19973650.9807376
60620.00919633,19973650.9753757
60620.00920791,19973650.9795179
60620.00921949,19973650.9783006
60620.00923106,19973650.9783006
60620.00924264,19973650.9800057
60620.00925422,19973650.9785447
60620.00926579,19973650.9761057
60620.00927738,19973650.9802504
60620.00928896,19973650.9748873
60620.00930053,19973650.9817129
60620.00931211,19973650.9773249
60620.00932369,19973650.9748869
60620.00933527,19973650.9775686
60620.00934685,19973650.9790321
60620.00935842,19973650.9773245
60620.00937,19973650.9795189
60620.00938158,19973650.9773259
60620.00939316,19973650.9765925
60620.00940474,19973650.9800072
60620.00941631,19973650.9778123
60620.0094279,19973650.9758611
60620.00943947,19973650.9804954
60620.00945105,19973650.9782996
60620.00946263,19973650.9780569
60620.00947421,19973650.9770809
60620.00948578,19973650.9787874
60620.00949736,19973650.9778127
60620.00950894,19973650.9814697
60620.00952051,19973650.9761061
60620.0095321,19973650.9775682
60620.00954368,19973650.9765935
60620.00955525,19973650.9795189
60620.00956683,19973650.9787884
60620.00957841,19973650.9785437
60620.00958999,19973650.9761052
60620.00960157,19973650.9795194
60620.00961315,19973650.9778128
60620.00962473,19973650.9770803
60620.0096363,19973650.9790316
60620.00964788,19973650.9756183
60620.00965946,19973650.978056
60620.00967103,19973650.9800076
60620.00968262,19973650.9782992
60620.00969419,19973650.9765939
60620.00970577,19973650.9779578
60620.00971735,19973650.9785437
60620.00972893,19973650.979764
60620.00974051,19973650.9770808
60620.00975209,19973650.9778123
60620.00976367,19973650.9785438
60620.00977525,19973650.9763498
60620.00978682,19973650.980494
60620.0097984,19973650.978056
60620.00980998,19973650.9780569
60620.00982155,19973650.9763494
60620.00983313,19973650.9787874
60620.00984472,19973650.9763498
60620.00985628,19973650.9787884
60620.00986787,19973650.9775686
60620.00987945,19973650.9787874
60620.00989102,19973650.9763499
60620.0099026,19973650.9785437
60620.00991418,19973650.9792748
60620.00992576,19973650.9761061
60620.00993734,19973650.9790316
60620.00994892,19973650.9780569
60620.0099605,19973650.9807372
60620.00997207,19973650.9787879
60620.00998365,19973650.9765935
60620.00999523,19973650.9765935
60620.01000681,19973650.9775686
60620.01001839,19973650.977325
60620.01002997,19973650.9831772
60620.01004154,19973650.9743991
60620.01005312,19973650.9785432
60620.0100647,19973650.9783001
60620.01007627,19973650.9756179
60620.01008786,19973650.9797626
60620.01009944,19973650.9780569
60620.01011101,19973650.9792757
60620.01012259,19973650.9770808
60620.01013417,19973650.9775686
60620.01014575,19973650.9780555
60620.01015733,19973650.9802513
60620.01016891,19973650.9775691
60620.01018049,19973650.9775677
60620.01019206,19973650.9770813
60620.01020364,19973650.979763
60620.01021522,19973650.9758621
60620.01022679,19973650.9772262
60620.01023838,19973650.9795199
60620.01024995,19973650.9782996
60620.01026153,19973650.9753742
60620.01027311,19973650.9785442
60620.01028469,19973650.9785438
60620.01029626,19973650.9775686
60620.01030784,19973650.9795194
60620.01031942,19973650.9770808
60620.010331,19973650.9773255
60620.01034258,19973650.9809818
60620.01035416,19973650.9756183
60620.01036574,19973650.9790311
60620.01037732,19973650.9809823
60620.0103889,19973650.9763499
60620.01040048,19973650.97513
60620.01041205,19973650.978056
60620.01042363,19973650.9790316
60620.01043521,19973650.9804954
60620.01044678,19973650.9768372
60620.01045837,19973650.9780554
60620.01046994,19973650.9765931
60620.01048152,19973650.979032
60620.0104931,19973650.9761062
60620.01050468,19973650.9807381
60620.01051625,19973650.9763489
60620.01052783,19973650.9773255
60620.01053942,19973650.9773244
60620.01055099,19973650.9790321
60620.01056257,19973650.9765935
60620.01057415,19973650.9817137
60620.01058573,19973650.9761053
60620.0105973,19973650.9773249
60620.01060888,19973650.9783001
60620.01062046,19973650.9792752
60620.01063204,19973650.978056
60620.01064362,19973650.9773254
60620.0106552,19973650.9758616
60620.01066677,19973650.980495
60620.01067835,19973650.9765935
60620.01068993,19973650.9783
60620.0107015,19973650.9783001
60620.01071309,19973650.9804941
60620.01072467,19973650.9743986
60620.01073625,19973650.9824457
60620.01074783,19973650.9741545
60620.01075941,19973650.9803972
60620.01077098,19973650.9773245
60620.01078256,19973650.9763489
60620.01079414,19973650.9795193
60620.01080572,19973650.9787884
60620.01081729,19973650.9756179
60620.01082888,19973650.9817138
60620.01084046,19973650.9770808
60620.01085203,19973650.9782996
